板块类型,板块名称,板块代码,开始日期,结束日期,股票数量,股票列表
概念板块,人工智能,880948,2017-03-14,2026-01-12,1028,"0000004,0000016,0000032,0000034,0000035,0000039,0000048,0000063,0000066,0000070,0000090,0000156,0000157,0000158,0000409,0000417,0000501,0000503,0000521,0000524,0000526,0000547,0000555,0000560,0000582,0000600,0000665,0000676,0000680,0000681,0000682,0000685,0000710,0000717,0000719,0000725,0000785,0000793,0000798,0000801,0000810,0000811,0000818,0000821,0000826,0000829,0000839,0000863,0000892,0000925,0000927,0000936,0000938,0000948,0000957,0000963,0000977,0000997,0001229,0001230,0001266,0001283,0001287,0001288,0001308,0001309,0001314,0001323,0001339,0001368,0001388,0001389,0001396,0001896,0002024,0002030,0002044,0002049,0002059,0002061,0002063,0002065,0002074,0002090,0002093,0002095,0002097,0002104,0002115,0002122,0002123,0002131,0002139,0002152,0002153,0002161,0002162,0002173,0002174,0002178,0002181,0002183,0002195,0002197,0002212,0002219,0002226,0002227,0002229,0002230,0002232,0002236,0002241,0002253,0002261,0002264,0002268,0002278,0002279,0002290,0002291,0002292,0002296,0002298,0002301,0002313,0002315,0002316,0002322,0002335,0002339,0002347,0002348,0002351,0002352,0002354,0002355,0002362,0002367,0002368,0002373,0002375,0002376,0002380,0002389,0002392,0002396,0002398,0002400,0002401,0002402,0002405,0002410,0002413,0002415,0002416,0002419,0002421,0002423,0002425,0002439,0002449,0002465,0002467,0002468,0002474,0002508,0002512,0002517,0002518,0002519,0002526,0002528,0002530,0002543,0002553,0002555,0002558,0002577,0002583,0002587,0002589,0002599,0002600,0002602,0002607,0002609,0002611,0002614,0002624,0002625,0002642,0002649,0002654,0002657,0002659,0002668,0002677,0002678,0002679,0002681,0002682,0002688,0002690,0002701,0002707,0002712,0002713,0002717,0002721,0002722,0002730,0002734,0002745,0002757,0002766,0002771,0002774,0002777,0002788,0002789,0002798,0002803,0002811,0002812,0002813,0002819,0002829,0002835,0002841,0002848,0002858,0002861,0002862,0002869,0002870,0002871,0002877,0002878,0002881,0002889,0002907,0002908,0002912,0002917,0002929,0002941,0002949,0002955,0002960,0002967,0002970,0002973,0002975,0002987,0002990,0002995,0002997,0003001,0003004,0003005,0003007,0003010,0003013,0003019,0003040,0300001,0300002,0300003,0300008,0300009,0300010,0300011,0300012,0300015,0300016,0300017,0300020,0300021,0300024,0300030,0300031,0300033,0300036,0300041,0300043,0300044,0300045,0300047,0300053,0300058,0300059,0300063,0300065,0300067,0300070,0300071,0300075,0300078,0300079,0300081,0300083,0300084,0300085,0300096,0300098,0300101,0300112,0300113,0300124,0300128,0300130,0300133,0300134,0300143,0300148,0300157,0300161,0300162,0300166,0300168,0300170,0300182,0300183,0300184,0300188,0300192,0300195,0300199,0300205,0300206,0300207,0300211,0300212,0300213,0300222,0300223,0300226,0300229,0300231,0300232,0300235,0300240,0300244,0300248,0300249,0300250,0300252,0300253,0300267,0300270,0300271,0300275,0300276,0300277,0300286,0300287,0300288,0300290,0300291,0300293,0300295,0300296,0300298,0300299,0300300,0300306,0300307,0300311,0300315,0300324,0300328,0300331,0300335,0300339,0300341,0300344,0300348,0300349,0300352,0300353,0300354,0300357,0300358,0300359,0300364,0300365,0300366,0300369,0300370,0300371,0300376,0300377,0300378,0300380,0300384,0300387,0300396,0300397,0300400,0300404,0300406,0300409,0300411,0300412,0300413,0300418,0300419,0300426,0300440,0300444,0300448,0300449,0300451,0300454,0300455,0300458,0300459,0300465,0300466,0300468,0300469,0300474,0300479,0300482,0300486,0300490,0300492,0300493,0300494,0300496,0300500,0300503,0300520,0300523,0300525,0300527,0300531,0300541,0300542,0300546,0300550,0300553,0300555,0300556,0300557,0300559,0300560,0300561,0300562,0300572,0300578,0300588,0300590,0300591,0300592,0300598,0300605,0300607,0300608,0300609,0300612,0300613,0300616,0300624,0300634,0300635,0300638,0300639,0300645,0300654,0300656,0300661,0300662,0300663,0300672,0300674,0300678,0300682,0300687,0300688,0300691,0300698,0300703,0300711,0300722,0300725,0300729,0300730,0300732,0300738,0300749,0300753,0300759,0300762,0300768,0300770,0300773,0300781,0300785,0300788,0300789,0300792,0300793,0300800,0300802,0300807,0300810,0300822,0300825,0300830,0300836,0300840,0300844,0300845,0300846,0300853,0300857,0300864,0300866,0300872,0300873,0300882,0300884,0300911,0300921,0300925,0300929,0300935,0300937,0300939,0300941,0300947,0300948,0300949,0300957,0300958,0300971,0300977,0300986,0300987,0300989,0300996,0301001,0301027,0301042,0301047,0301052,0301060,0301066,0301070,0301078,0301080,0301083,0301093,0301095,0301099,0301110,0301117,0301128,0301129,0301135,0301136,0301138,0301139,0301153,0301159,0301160,0301162,0301165,0301169,0301171,0301172,0301178,0301179,0301185,0301189,0301195,0301197,0301199,0301208,0301213,0301215,0301218,0301221,0301230,0301231,0301235,0301236,0301248,0301259,0301260,0301262,0301267,0301270,0301275,0301287,0301301,0301302,0301305,0301311,0301313,0301315,0301316,0301317,0301318,0301320,0301330,0301333,0301336,0301337,0301339,0301360,0301365,0301366,0301378,0301379,0301380,0301382,0301390,0301391,0301396,0301408,0301428,0301488,0301491,0301503,0301508,0301512,0301536,0301551,0301556,0301558,0301563,0301568,0301589,0301602,0301608,0301632,0301638,0301678,1600008,1600022,1600035,1600050,1600060,1600079,1600100,1600113,1600129,1600131,1600133,1600168,1600170,1600201,1600215,1600223,1600228,1600229,1600258,1600268,1600271,1600282,1600283,1600288,1600289,1600310,1600337,1600340,1600345,1600352,1600355,1600368,1600380,1600410,1600415,1600425,1600446,1600449,1600476,1600479,1600498,1600506,1600516,1600528,1600536,1600551,1600556,1600570,1600571,1600582,1600584,1600587,1600588,1600629,1600633,1600636,1600637,1600640,1600653,1600654,1600658,1600661,1600662,1600666,1600718,1600720,1600728,1600729,1600730,1600734,1600754,1600756,1600770,1600775,1600797,1600820,1600826,1600831,1600839,1600850,1600855,1600861,1600869,1600875,1600880,1600894,1600930,1600941,1600959,1600963,1600967,1600977,1600986,1600996,1600998,1601019,1601098,1601126,1601127,1601137,1601138,1601222,1601360,1601567,1601608,1601609,1601615,1601669,1601811,1601868,1601877,1601900,1601921,1601929,1601966,1603000,1603008,1603011,1603012,1603015,1603018,1603019,1603025,1603030,1603038,1603039,1603066,1603068,1603081,1603106,1603108,1603122,1603123,1603138,1603153,1603160,1603171,1603180,1603189,1603197,1603203,1603206,1603209,1603212,1603215,1603220,1603227,1603232,1603236,1603280,1603283,1603300,1603322,1603337,1603357,1603368,1603377,1603390,1603398,1603456,1603486,1603496,1603516,1603528,1603533,1603579,1603598,1603610,1603613,1603628,1603636,1603656,1603658,1603660,1603666,1603678,1603679,1603681,1603686,1603687,1603700,1603713,1603716,1603739,1603755,1603777,1603808,1603825,1603859,1603860,1603869,1603882,1603888,1603893,1603909,1603918,1603927,1603956,1603990,1605056,1605066,1605069,1605080,1605118,1605168,1605286,1605289,1605299,1605365,1605398,1688003,1688004,1688008,1688015,1688018,1688023,1688031,1688036,1688038,1688039,1688041,1688049,1688050,1688051,1688058,1688066,1688067,1688068,1688069,1688080,1688081,1688088,1688090,1688092,1688095,1688096,1688099,1688100,1688105,1688109,1688111,1688118,1688131,1688139,1688155,1688158,1688159,1688165,1688168,1688169,1688175,1688188,1688191,1688202,1688207,1688208,1688211,1688215,1688217,1688218,1688220,1688222,1688225,1688227,1688228,1688229,1688232,1688238,1688244,1688246,1688248,1688251,1688256,1688258,1688271,1688273,1688287,1688288,1688289,1688292,1688296,1688297,1688306,1688307,1688312,1688318,1688320,1688322,1688327,1688329,1688332,1688343,1688348,1688358,1688360,1688365,1688369,1688385,1688386,1688387,1688389,1688393,1688400,1688416,1688418,1688420,1688450,1688459,1688479,1688499,1688500,1688507,1688508,1688509,1688511,1688521,1688529,1688531,1688543,1688557,1688561,1688568,1688570,1688579,1688588,1688589,1688590,1688597,1688607,1688609,1688615,1688618,1688619,1688620,1688621,1688626,1688648,1688651,1688658,1688659,1688682,1688685,1688695,1688698,1688709,1688768,1688775,1688777,1688787,1688788,1688793,1688795,1688802,1689009,2920009,2920021,2920039,2920075,2920092,2920116,2920130,2920184,2920190,2920198,2920199,2920207,2920208,2920249,2920263,2920305,2920375,2920403,2920414,2920415,2920476,2920496,2920564,2920592,2920651,2920670,2920748,2920799,2920873,2920876,2920924,2920932,2920953"
概念板块,租购同权,880953,2017-10-19,2022-09-29,27,"0000007,0000027,0000056,0000090,0000560,0000672,0000838,0000863,0000909,0001979,0002081,0002208,0002244,0002285,0002305,0002574,0002713,0300295,0300621,1600048,1600325,1600604,1600620,1600621,1600730,1600825,1600895"
概念板块,工业互联,880957,2018-03-02,2026-01-08,353,"0000004,0000016,0000032,0000100,0000157,0000158,0000301,0000333,0000409,0000410,0000425,0000521,0000523,0000591,0000599,0000619,0000623,0000651,0000725,0000739,0000803,0000807,0000852,0000906,0000925,0000938,0001208,0001266,0001388,0001696,0002009,0002010,0002017,0002042,0002056,0002063,0002065,0002073,0002097,0002126,0002130,0002158,0002169,0002184,0002202,0002206,0002209,0002212,0002217,0002230,0002232,0002236,0002241,0002261,0002268,0002272,0002276,0002283,0002298,0002313,0002333,0002334,0002339,0002347,0002364,0002368,0002369,0002375,0002380,0002386,0002406,0002415,0002421,0002434,0002439,0002442,0002497,0002527,0002559,0002579,0002583,0002590,0002608,0002611,0002631,0002639,0002642,0002649,0002676,0002690,0002698,0002734,0002747,0002757,0002771,0002907,0002912,0002917,0002925,0002927,0002929,0002937,0003003,0003019,0003029,0300002,0300007,0300031,0300045,0300066,0300068,0300077,0300098,0300100,0300124,0300161,0300166,0300170,0300180,0300195,0300201,0300207,0300213,0300222,0300226,0300245,0300270,0300275,0300276,0300278,0300281,0300310,0300311,0300324,0300335,0300350,0300352,0300353,0300354,0300365,0300369,0300370,0300374,0300378,0300382,0300383,0300410,0300415,0300423,0300433,0300444,0300453,0300457,0300466,0300472,0300479,0300480,0300486,0300490,0300508,0300513,0300515,0300531,0300532,0300598,0300607,0300608,0300628,0300638,0300678,0300682,0300687,0300695,0300711,0300712,0300730,0300757,0300768,0300780,0300801,0300830,0300840,0300883,0300903,0300912,0300921,0300939,0300964,0300982,0301083,0301112,0301135,0301165,0301195,0301236,0301251,0301307,0301315,0301338,0301526,0301560,0301598,1600010,1600022,1600031,1600089,1600100,1600121,1600172,1600180,1600182,1600218,1600282,1600308,1600312,1600337,1600355,1600400,1600410,1600416,1600418,1600479,1600481,1600487,1600496,1600507,1600522,1600528,1600560,1600567,1600577,1600580,1600588,1600651,1600678,1600685,1600690,1600710,1600718,1600728,1600740,1600756,1600761,1600775,1600789,1600839,1600841,1600845,1600875,1600939,1600959,1600962,1600967,1601038,1601065,1601138,1601177,1601500,1601567,1601608,1601727,1601869,1601956,1603008,1603011,1603012,1603015,1603019,1603045,1603066,1603083,1603100,1603111,1603118,1603126,1603129,1603169,1603180,1603181,1603203,1603213,1603216,1603219,1603225,1603236,1603257,1603272,1603275,1603280,1603286,1603308,1603326,1603337,1603382,1603391,1603496,1603499,1603577,1603600,1603611,1603613,1603687,1603709,1603759,1603801,1603803,1603859,1603889,1603895,1603897,1603927,1603933,1603956,1605018,1605058,1605066,1605196,1605277,1605378,1688012,1688022,1688023,1688031,1688060,1688080,1688118,1688119,1688133,1688158,1688160,1688171,1688183,1688188,1688201,1688229,1688291,1688367,1688387,1688396,1688539,1688577,1688609,1688618,1688768,1688777,1688819,2920080,2920163,2920249,2920263,2920578,2920599,2920932"
概念板块,知识产权,880959,2018-04-12,2025-11-04,51,"0000607,0000681,0000719,0000948,0002073,0002117,0002235,0002660,0002712,0002987,0300006,0300042,0300077,0300079,0300133,0300183,0300188,0300229,0300364,0300386,0300449,0300459,0300579,0300688,0300770,0300788,0301025,0301270,0301558,1600128,1600208,1600556,1600757,1600818,1600831,1600880,1601811,1601858,1601949,1601999,1603000,1603096,1603533,1603590,1603607,1603721,1603888,1603999,1688228,2920021,2920932"
概念板块,工业大麻,880704,2019-02-25,2022-05-16,53,"0000523,0000538,0000650,0000766,0000813,0000837,0000955,0000990,0002038,0002166,0002172,0002224,0002303,0002370,0002390,0002424,0002565,0002640,0002701,0002923,0300022,0300125,0300132,0300138,0300165,0300175,0300194,0300199,0300237,0300261,0300267,0300381,0300430,0300469,0300482,0300487,1600177,1600203,1600232,1600239,1600298,1600422,1600535,1600572,1600664,1600800,1600963,1600981,1601515,1603058,1603716,1603896,1603998"
概念板块,工业气体,880734,2021-08-02,2025-11-17,29,"0000990,0002409,0002430,0002549,0002658,0002971,0300091,0300196,0300346,0300435,0300540,0301286,1600160,1600378,1600623,1600688,1600691,1600808,1600894,1600969,1600982,1601369,1605090,1688106,1688146,1688268,1688548,1688596,2920402"
概念板块,人造肉,880709,2019-05-09,2024-05-14,21,"0000895,0000990,0002041,0002303,0002481,0002515,0002567,0002582,0002702,0002768,0002810,0003030,0300239,0300511,0300741,1600186,1600298,1600598,1603020,1603182,1603231"
概念板块,预制菜,880760,2021-12-23,2025-12-03,110,"0000019,0000417,0000419,0000423,0000428,0000501,0000523,0000524,0000529,0000651,0000702,0000721,0000759,0000785,0000798,0000876,0000895,0000900,0001211,0001215,0001313,0002069,0002086,0002100,0002124,0002186,0002187,0002216,0002234,0002251,0002299,0002303,0002321,0002330,0002385,0002419,0002481,0002495,0002507,0002515,0002561,0002567,0002582,0002695,0002696,0002697,0002701,0002702,0002717,0002726,0002746,0002820,0002838,0002840,0002982,0002995,0003030,0300094,0300268,0300498,0300783,0300999,0301073,0301116,1600073,1600097,1600113,1600127,1600186,1600257,1600280,1600327,1600438,1600467,1600650,1600655,1600675,1600697,1600965,1600981,1601007,1601116,1601366,1601933,1603043,1603057,1603101,1603170,1603237,1603336,1603339,1603345,1603363,1603517,1603536,1603668,1603697,1603708,1603755,1605089,1605108,1605136,1605188,1605296,1605300,1605338,1605567,2920273,2920371,2920826"
概念板块,种业,880710,2019-05-14,2024-01-18,13,"0000713,0000998,0002041,0002385,0300087,0300189,1600313,1600354,1600359,1600371,2920087,2920403,2920866"
概念板块,化肥概念,880618,2022-09-29,2025-08-01,64,"0000059,0000408,0000422,0000552,0000683,0000707,0000713,0000731,0000762,0000792,0000830,0000833,0000893,0000902,0000912,0000953,0001217,0002170,0002237,0002274,0002312,0002391,0002466,0002470,0002481,0002538,0002539,0002545,0002556,0002588,0002749,0002758,0002783,0002895,0002999,0003017,0300072,0300239,0300387,0300505,0301256,1600096,1600123,1600128,1600141,1600227,1600251,1600313,1600331,1600371,1600425,1600426,1600470,1600579,1600598,1600691,1600725,1600727,1600812,1603077,1603227,1603395,1603739,2920304"
概念板块,操作系统,880711,2019-05-23,2025-11-19,57,"0000032,0000066,0000938,0000977,0002104,0002122,0002177,0002183,0002232,0002261,0002268,0002405,0002465,0002474,0002512,0002527,0002912,0300083,0300113,0300183,0300232,0300245,0300264,0300302,0300339,0300352,0300353,0300366,0300369,0300386,0300479,0300496,0300557,0300578,0300598,0300675,0300768,0301236,0301638,1600035,1600100,1600355,1600536,1600734,1600797,1601360,1603019,1603025,1603106,1603189,1603496,1688036,1688152,1688168,1688256,1688418,1688695"
概念板块,光刻机,880716,2019-07-18,2026-01-09,117,"0000859,0002008,0002165,0002324,0002326,0002338,0002409,0002453,0002455,0002549,0002559,0002584,0002643,0002669,0002816,0002889,0003031,0003043,0300031,0300054,0300063,0300121,0300200,0300203,0300219,0300236,0300260,0300293,0300331,0300346,0300398,0300412,0300414,0300429,0300456,0300522,0300537,0300538,0300576,0300623,0300655,0300666,0300691,0300700,0300721,0300758,0300786,0300797,0300801,0300806,0300809,0300905,0300990,0301013,0301036,0301095,0301209,0301256,0301297,0301421,0301510,0301568,0301611,1600078,1600353,1600587,1600619,1600850,1600889,1600895,1601208,1601727,1603005,1603078,1603120,1603125,1603297,1603306,1603324,1603360,1603607,1603650,1603738,1603773,1603800,1603823,1603928,1603931,1605589,1688010,1688019,1688056,1688079,1688125,1688127,1688146,1688157,1688167,1688181,1688195,1688199,1688268,1688307,1688376,1688409,1688502,1688545,1688550,1688602,1688605,1688630,1688669,1688720,1688727,1688757,2920015,2920489"
概念板块,三代半导,880608,2022-02-25,2025-12-24,162,"0000021,0000062,0000541,0000547,0000576,0000733,0000969,0000988,0001270,0002008,0002023,0002046,0002049,0002079,0002081,0002156,0002158,0002169,0002171,0002245,0002255,0002277,0002371,0002402,0002407,0002428,0002429,0002449,0002617,0002660,0002669,0002851,0002869,0002885,0002902,0002903,0002943,0002977,0002993,0003031,0300046,0300102,0300121,0300123,0300131,0300179,0300184,0300232,0300283,0300296,0300316,0300323,0300346,0300373,0300376,0300398,0300400,0300456,0300480,0300484,0300489,0300554,0300606,0300623,0300632,0300656,0300666,0300667,0300671,0300689,0300700,0300706,0300708,0300724,0300731,0300751,0300776,0300787,0300809,0300812,0300820,0300831,0300842,0300870,0301021,0301071,0301095,0301129,0301213,0301338,0301348,0301369,0301392,0301607,0301611,1600171,1600172,1600330,1600353,1600360,1600460,1600481,1600509,1600584,1600641,1600703,1600745,1601869,1601908,1603005,1603058,1603185,1603203,1603260,1603290,1603519,1603595,1603690,1603936,1605111,1605358,1688003,1688019,1688045,1688048,1688079,1688082,1688138,1688147,1688170,1688172,1688187,1688200,1688216,1688230,1688234,1688261,1688268,1688328,1688352,1688375,1688396,1688401,1688439,1688469,1688478,1688508,1688556,1688559,1688596,1688598,1688689,1688693,1688711,1688726,2920368,2920509,2920570,2920579,2920719,2920725,2920807"
概念板块,远程办公,880794,2022-09-09,2025-07-25,37,"0000034,0002123,0002236,0002268,0002301,0002396,0002467,0002474,0002649,0002771,0002841,0002955,0002995,0300047,0300051,0300074,0300162,0300250,0300352,0300578,0300605,0300608,0300624,0300628,0300634,0300688,0300730,0300830,0301318,1601360,1603000,1603039,1603516,1603660,1603918,1688111,1688369"
概念板块,口罩防护,880795,2020-02-05,2023-01-03,195,"0000007,0000009,0000012,0000078,0000158,0000420,0000532,0000538,0000566,0000601,0000615,0000623,0000650,0000651,0000652,0000726,0000779,0000819,0000821,0000850,0000881,0000908,0000911,0000928,0000949,0000955,0000963,0000973,0000999,0001206,0002003,0002006,0002008,0002026,0002029,0002080,0002082,0002083,0002097,0002131,0002154,0002158,0002165,0002172,0002221,0002223,0002246,0002275,0002283,0002293,0002301,0002324,0002351,0002362,0002382,0002384,0002394,0002397,0002407,0002444,0002453,0002486,0002511,0002551,0002583,0002594,0002603,0002612,0002614,0002644,0002648,0002676,0002685,0002687,0002747,0002757,0002763,0002768,0002780,0002786,0002803,0002825,0002832,0002836,0002838,0002886,0002950,0002957,0002979,0003023,0300021,0300024,0300030,0300083,0300086,0300097,0300100,0300110,0300115,0300132,0300147,0300151,0300161,0300180,0300195,0300199,0300222,0300238,0300247,0300260,0300281,0300296,0300307,0300328,0300340,0300376,0300390,0300403,0300410,0300433,0300453,0300461,0300476,0300503,0300539,0300568,0300586,0300606,0300607,0300644,0300658,0300677,0300703,0300716,0300819,0300836,0300840,0300887,0300888,0300890,0300918,0300968,0300978,0300993,0301009,0301013,0301105,0301111,0301263,1600143,1600152,1600156,1600185,1600232,1600252,1600302,1600378,1600400,1600448,1600483,1600516,1600527,1600579,1600603,1600626,1600686,1600710,1600810,1600868,1600981,1600989,1601515,1601599,1601718,1603011,1603301,1603303,1603309,1603311,1603518,1603601,1603733,1603877,1603880,1603895,1603901,1603915,1605009,1605589,1688022,1688026,1688151,1688310,1688358,1688659"
概念板块,医废处理,880796,2020-02-10,2025-05-28,41,"0000035,0000546,0000685,0000826,0000881,0000885,0000900,0000928,0002140,0002310,0002483,0002496,0002514,0002672,0002973,0300055,0300140,0300187,0300385,0300422,0300500,0300664,0300786,0300815,0300867,0300929,0301049,0301175,0301235,1600008,1600587,1600796,1600860,1601033,1601200,1601330,1601827,1603177,1603588,1603716,2920579"
概念板块,虫害防治,880797,2020-02-19,2023-06-27,34,"0000525,0000553,0000713,0001231,0002004,0002215,0002250,0002258,0002391,0002496,0002513,0002556,0002734,0002749,0002915,0002942,0003042,0300261,0300575,0300804,0301035,1600389,1600486,1600500,1600596,1600731,1600796,1603188,1603585,1603639,1603810,1603970,1605033,2920866"
概念板块,超级电容,880798,2020-03-09,2025-12-03,37,"0000021,0000625,0000636,0000723,0000733,0000962,0002028,0002091,0002347,0002350,0002418,0002480,0002484,0002598,0002951,0300037,0300057,0300174,0300275,0300466,0300726,0300960,0301238,1600458,1600510,1600522,1600563,1600673,1600884,1601179,1601608,1603500,1603678,1603733,1605589,1688602,2920152"
概念板块,C2M概念,880717,2020-03-30,2024-01-23,37,"0000726,0002042,0002094,0002154,0002397,0002489,0002571,0002574,0002612,0002631,0002853,0300067,0300170,0300195,0300307,0300378,0300382,0300466,0300608,0300687,0300840,0300918,0301004,0301362,1600282,1600337,1600448,1600702,1603001,1603076,1603116,1603313,1603608,1603668,1603808,1603833,1603992"
概念板块,地摊经济,880719,2020-06-04,2022-09-08,26,"0000417,0000550,0000721,0002344,0002489,0002494,0002617,0300483,1600006,1600162,1600166,1600415,1600418,1600561,1600686,1600697,1600981,1601010,1601127,1601311,1601777,1603101,1603277,1603682,1603711,1603766"
概念板块,冷链物流,880757,2021-12-15,2025-12-19,146,"0000019,0000028,0000039,0000061,0000078,0000088,0000158,0000404,0000411,0000417,0000521,0000529,0000530,0000564,0000582,0000705,0000735,0000759,0000788,0000811,0000850,0000950,0000951,0000963,0000997,0001212,0001213,0001318,0001391,0002011,0002024,0002031,0002069,0002086,0002120,0002158,0002172,0002183,0002216,0002243,0002251,0002314,0002329,0002330,0002352,0002454,0002462,0002468,0002533,0002537,0002549,0002589,0002639,0002682,0002695,0002732,0002758,0002788,0002801,0002837,0002840,0002889,0002982,0002990,0003003,0300013,0300094,0300240,0300244,0300257,0300270,0300272,0300289,0300469,0300486,0300771,0300807,0300873,0300990,0301010,0301039,0301058,0301126,0301226,0301272,0301525,1600017,1600057,1600066,1600113,1600125,1600166,1600336,1600368,1600410,1600418,1600511,1600535,1600540,1600597,1600599,1600603,1600619,1600650,1600676,1600693,1600708,1600713,1600753,1600787,1600829,1600981,1600998,1601156,1601228,1601366,1601598,1601956,1603006,1603056,1603057,1603066,1603150,1603186,1603187,1603336,1603339,1603363,1603368,1603517,1603565,1603611,1603648,1603813,1603836,1603871,1603882,1603967,1605089,1605179,1605567,1688106,1688139,1688185,1688398,2920035"
概念板块,抖音概念,880720,2020-06-10,2026-01-07,231,"0000004,0000032,0000034,0000063,0000070,0000156,0000158,0000564,0000610,0000676,0000681,0000759,0000785,0000793,0000829,0000886,0000889,0000892,0000938,0000977,0001322,0001330,0002103,0002115,0002120,0002122,0002123,0002131,0002137,0002148,0002153,0002174,0002195,0002197,0002264,0002279,0002281,0002291,0002354,0002400,0002405,0002421,0002425,0002494,0002518,0002580,0002582,0002587,0002591,0002599,0002605,0002649,0002654,0002663,0002712,0002717,0002739,0002752,0002757,0002799,0002803,0002815,0002837,0002875,0002878,0002908,0002913,0002919,0002959,0002968,0002993,0002995,0003010,0003029,0300001,0300007,0300010,0300027,0300043,0300044,0300058,0300061,0300063,0300068,0300071,0300113,0300133,0300144,0300170,0300182,0300223,0300231,0300232,0300242,0300251,0300271,0300291,0300292,0300296,0300299,0300315,0300364,0300378,0300383,0300413,0300419,0300426,0300442,0300459,0300460,0300465,0300475,0300476,0300493,0300494,0300496,0300499,0300541,0300548,0300556,0300560,0300591,0300603,0300612,0300634,0300657,0300674,0300688,0300729,0300766,0300770,0300781,0300785,0300788,0300792,0300895,0300925,0300959,0300975,0300976,0300997,0301001,0301018,0301025,0301078,0301085,0301102,0301110,0301157,0301165,0301171,0301177,0301236,0301262,0301270,0301276,0301291,0301316,0301332,0301371,0301380,0301383,0301428,0301486,0301551,1600203,1600228,1600234,1600352,1600410,1600556,1600593,1600628,1600640,1600679,1600718,1600738,1600785,1600797,1600858,1600859,1600880,1600986,1601127,1601366,1601595,1601828,1601869,1603019,1603068,1603123,1603193,1603195,1603296,1603518,1603533,1603535,1603598,1603600,1603605,1603608,1603613,1603711,1603721,1603729,1603825,1603839,1603868,1603887,1603912,1603918,1605136,1605168,1688018,1688041,1688088,1688225,1688229,1688244,1688252,1688332,1688365,1688500,1688648,1688787,1688798,2920046,2920227,2920375,2920415,2920808"
